Country,Gender,Wage_hour,Wage_month,Education,Education_years,Experience_years,Partner,Nationality,Numeracy_score
ITA,Female,11.230388109,1700,Secondary,11,9,Yes,Non_national,257.14666
ITA,Male,10.404624277,1800,Secondary,13,14,Yes,National,298.75629
ITA,Male,14.450867052,2500,Secondary,8,24,Yes,National,222.66728
ITA,Male,9.2485549133,1800,Secondary,8,16,,National,152.10518
ITA,Male,5.7803468208,1000,Secondary,13,11,Yes,National,218.46433
ITA,Male,23.121387283,4000,Secondary,13,19,Yes,National,271.3164
ITA,Female,19.818331957,3000,Secondary,8,37,No,National,234.3945
ITA,Male,4.450867052,770,Secondary,13,26,Yes,Non_national,187.98321
ITA,Female,9.2485549133,1800,Secondary,13,16,No,National,304.05375
ITA,Female,7.3988439306,800,Tertiary,18,36,,Non_national,202.39354
ITA,Male,9.4310921813,1550,Secondary,13,29,Yes,National,301.04407
ITA,Female,9.3490826841,930,Secondary,9,25,Yes,National,266.14215
ITA,Male,9.2485549133,1000,Secondary,11,7,,Non_national,267.93763
ITA,Male,17.10982659,3700,Tertiary,18,7,Yes,National,298.64055
ITA,Female,6.1657032755,400,Secondary,13,26,No,National,265.00456
ITA,Female,8.6705202312,900,Secondary,11,20,Yes,National,269.86413
ITA,Female,10.918432884,1700,Secondary,13,22,No,National,163.16071
ITA,Female,8.6463391137,897.49,Secondary,8,20,Yes,National,290.23112
ITA,Male,18.786127168,3900,Tertiary,18,22,Yes,National,362.57171
ITA,Male,12.845215157,2500,Secondary,8,15,,National,255.70466
ITA,Female,6.4226075787,500,Secondary,8,14,Yes,National,291.20007
ITA,Female,9.2485549133,1600,Secondary,13,10,Yes,National,255.62747
ITA,Female,38.535645472,1000,Secondary,8,6,No,National,241.1176
ITA,Female,9.7353209614,1600,Tertiary,18,21,No,National,292.75234
ITA,Female,5.7803468208,900,Secondary,13,10,No,Non_national,215.79469
ITA,Female,11.560693642,2000,Secondary,13,11,,National,278.33904
ITA,Male,12.138728324,2100,Secondary,13,21,Yes,National,331.97005
ITA,Female,10.276172126,1600,Tertiary,18,8,No,National,273.64882
ITA,Male,7.0648683365,1100,Secondary,8,35,Yes,National,240.70777
ITA,Male,8.9332632685,1700,Secondary,11,12,,National,266.01798
ITA,Female,9.633911368,1500,Secondary,13,10,Yes,National,291.48382
ITA,Female,8.2576383154,1500,Secondary,13,25,Yes,National,329.38019
ITA,Female,15.593493749,2900,Tertiary,18,10,Yes,National,367.75885
ITA,Male,5.7803468208,1000,Secondary,11,16,Yes,Non_national,250.62166
ITA,Male,14.797687861,3200,Secondary,8,25,No,National,327.81385
ITA,Male,18.497109827,3200,Secondary,9,24,Yes,National,282.05984
ITA,Male,15.414258189,2000,Tertiary,18,20,Yes,National,236.14127
ITA,Female,9.2485549133,800,Secondary,11,22,Yes,National,243.3456
ITA,Male,6.8336544637,1330,Secondary,13,16,Yes,Non_national,91.5437
ITA,Female,24.338302403,4000,Tertiary,19,35,Yes,National,282.33787
ITA,Female,8.6705202312,1500,Secondary,13,11,Yes,National,299.47602
ITA,Female,6.4226075787,1000,Secondary,13,11,No,National,257.27111
ITA,Female,9.8265895954,1700,Secondary,8,23,Yes,National,313.46306
ITA,Male,12.202954399,1900,Secondary,13,32,,National,311.9509
ITA,Female,8.6705202312,750,Secondary,8,34,Yes,National,228.39402
ITA,Male,15.622558975,2500,Secondary,11,31,Yes,National,259.59471
ITA,Male,10.98265896,1900,Secondary,13,12,No,National,271.82899
ITA,Female,24.405908799,1900,Tertiary,18,11,Yes,National,252.61466
ITA,Male,11.560693642,2000,Secondary,11,3,No,National,188.51956
ITA,Female,10.918432884,1700,Secondary,13,13,Yes,National,274.82845
ITA,Female,5.549132948,600,Secondary,13,10,,Non_national,253.33197
ITA,Male,7.5144508671,1300,Secondary,8,20,Yes,National,217.22248
ITA,Male,5.7803468208,1500,Secondary,13,25,Yes,National,234.10316
ITA,Female,8.9595375723,1550,Secondary,13,33,,National,285.68992
ITA,Male,10.918432884,1700,Tertiary,18,14,Yes,National,277.11269
ITA,Female,5.7803468208,900,Secondary,8,3,No,Non_national,155.09498
ITA,Female,10.404624277,1800,Secondary,13,16,Yes,National,255.41157
ITA,Male,10.404624277,1800,Secondary,13,21,,National,307.88037
ITA,Male,10.276172126,2000,Secondary,8,25,,National,222.0269
ITA,Male,6.3058328954,1200,Secondary,13,6,No,National,234.89375
ITA,Male,11.010184421,2000,Secondary,13,6,No,National,314.64308
ITA,Male,28.259473346,2200,Upper_second,16,28,Yes,National,300.0587
ITA,Male,15.414258189,2400,Tertiary,18,17,Yes,National,354.54801
ITA,Female,17.638315442,2670,Tertiary,18,28,,National,280.57734
ITA,Female,7.3988439306,800,Primary,5,20,,National,164.14046
ITA,Male,13.294797688,2300,Secondary,8,36,Yes,National,221.43288
ITA,Female,10.404624277,1800,Secondary,13,20,,National,270.71045
ITA,Female,9.633911368,1000,Tertiary,18,2,Yes,Non_national,224.61351
ITA,Male,8.0035571365,1800,Tertiary,18,5,,National,273.8371
ITA,Female,5.7803468208,800,Secondary,13,37,No,Non_national,199.48193
ITA,Female,18.497109827,2000,Secondary,13,21,Yes,National,304.97486
ITA,Female,14.643545279,1900,Tertiary,18,12,Yes,National,300.52456
ITA,Male,11.560693642,1000,Secondary,8,2,No,Non_national,210.41108
ITA,Female,6.3583815029,1100,Secondary,8,5,,Non_national,256.66675
ITA,Male,12.845215157,2500,Tertiary,18,19,Yes,National,289.21468
ITA,Female,17.341040462,300,Tertiary,18,4,Yes,National,302.29434
ITA,Male,9.2485549133,1600,Secondary,13,10,Yes,National,264.77048
ITA,Male,17.341040462,3000,Secondary,13,20,Yes,National,238.41815
ITA,Female,7.7071290944,800,Secondary,8,6,Yes,National,242.51738
ITA,Male,13.994523882,2300,Tertiary,18,7,Yes,National,319.56358
ITA,Male,10.789980732,1400,Secondary,13,1,Yes,National,191.07467
ITA,Female,9.0229804032,1600,Secondary,13,15,No,National,346.01569
ITA,Male,11.560693642,2000,Secondary,13,40,No,National,308.03259
ITA,Male,21.579961464,4200,Tertiary,19,21,Yes,National,337.2002
ITA,Male,20.231213873,3500,Secondary,13,11,No,National,263.16302
ITA,Male,9.2485549133,1600,Secondary,13,16,No,National,260.84212
ITA,Male,10.98265896,1900,Primary,5,34,Yes,National,145.60781
ITA,Male,16.056518947,2500,Tertiary,18,26,Yes,National,289.91524
ITA,Male,10.404624277,1800,Secondary,13,23,No,National,283.58064
ITA,Female,10.404624277,900,Secondary,13,10,Yes,National,230.29819
ITA,Female,10.276172126,1600,Secondary,13,1,Yes,National,301.46917
ITA,Female,9.8265895954,1700,Secondary,11,13,No,National,276.3353
ITA,Male,10.404624277,1800,Secondary,8,4,Yes,National,187.0106
ITA,Female,13.87283237,1200,Tertiary,18,10,No,National,344.63083
ITA,Male,11.560693642,2000,Secondary,8,28,,National,262.08515
ITA,Male,18.497109827,3200,Tertiary,18,11,Yes,National,278.81978
ITA,Male,13.294797688,2300,Secondary,13,20,Yes,National,294.67777
ITA,Female,7.7071290944,600,Secondary,11,17,Yes,National,213.88325
ITA,Male,13.212221305,2000,Secondary,13,11,Yes,National,276.2618
ITA,Male,22.479126525,3500,Secondary,13,25,Yes,National,327.83885
ITA,Male,10.789980732,2100,Secondary,8,24,No,National,251.10743
ITA,Female,6.936416185,900,Secondary,11,20,Yes,National,254.66347
ITA,Male,7.7071290944,1300,Secondary,13,2,No,National,205.58656
ITA,Male,38.535645472,3000,Tertiary,18,39,Yes,National,314.77209
ITA,Female,17.341040462,3000,Secondary,13,16,,National,314.42655
ITA,Male,18.497109827,4000,Tertiary,18,23,Yes,National,334.53275
ITA,Male,11.560693642,2000,Secondary,13,30,Yes,National,280.70512
ITA,Male,9.2485549133,1600,Secondary,8,28,Yes,Non_national,209.8619
ITA,Male,8.4778420039,1100,Secondary,13,5,No,National,221.80883
ITA,Male,9.2485549133,1600,Secondary,8,9,No,National,208.66742
ITA,Male,9.2485549133,2000,Secondary,13,20,,National,258.05702
ITA,Female,10.078553431,1700,Secondary,13,20,,National,233.77607
ITA,Male,8.3493898523,1300,Secondary,13,15,Yes,National,260.53099
ITA,Male,7.9479768786,1650,Secondary,8,32,Yes,National,241.48671
ITA,Male,12.56597135,2500,Secondary,11,16,Yes,National,192.82241
ITA,Female,12.845215157,2000,Secondary,13,20,No,National,297.38445
ITA,Male,9.633911368,1500,Secondary,8,20,Yes,National,194.58169
ITA,Female,5.7803468208,1500,Secondary,13,22,Yes,National,250.21397
ITA,Female,12.845215157,2000,Secondary,13,28,,National,197.03649
ITA,Female,10.880652839,1600,Tertiary,18,5,No,National,298.52947
ITA,Male,9.3127809891,1450,Secondary,13,23,No,National,295.02938
ITA,Female,9.2485549133,1600,Secondary,8,18,,Non_national,185.80363
ITA,Male,12.845215157,2500,Secondary,13,19,Yes,National,350.90538
ITA,Male,8.2141770611,1350,Secondary,11,27,Yes,National,185.22363
ITA,Female,9.8265895954,1700,Secondary,13,26,No,National,236.88441
ITA,Male,10.216426939,1900,Secondary,8,26,,National,260.78388
ITA,Female,26.274303731,5000,Secondary,13,31,Yes,National,348.9611
ITA,Male,8.0924855491,1400,Secondary,11,8,No,National,309.26426
ITA,Male,15.606936416,2700,Tertiary,18,10,Yes,National,298.93895
ITA,Female,7.7456647399,1340,Secondary,13,9,Yes,National,294.80028
ITA,Female,8.0924855491,1400,Primary,5,22,Yes,National,89.5779
ITA,Male,9.2485549133,1000,Secondary,13,6,No,Non_national,233.19323
ITA,Female,12.449977768,2100,Secondary,13,16,No,National,219.9137
ITA,Male,8.734746307,1700,Secondary,8,28,,National,292.87422
ITA,Male,13.294797688,2300,Secondary,13,18,Yes,National,238.25664
ITA,Female,13.487475915,2100,Upper_second,16,37,,National,240.80704
ITA,Female,16.184971098,3500,Tertiary,19,12,,National,282.24867
ITA,Female,13.487475915,1400,Tertiary,18,21,No,National,158.87807
ITA,Male,11.560693642,2000,Secondary,13,20,Yes,National,291.85675
ITA,Female,11.560693642,1500,Primary,5,30,Yes,National,184.92357
ITA,Male,12.449977768,2100,Secondary,13,9,Yes,National,252.91101
ITA,Male,6.3583815029,1100,Secondary,8,22,Yes,National,233.84181
ITA,Female,12.845215157,2000,Secondary,13,18,No,National,389.83031
ITA,Male,8.4393063584,1825,Secondary,13,19,No,National,291.35954
ITA,Male,7.5144508671,1300,Secondary,13,11,Yes,National,255.31523
ITA,Female,14.643545279,1900,Tertiary,19,6,Yes,National,325.50837
ITA,Male,10.404624277,1800,Secondary,11,28,Yes,National,263.9551
ITA,Male,11.560693642,2000,Secondary,8,28,No,National,212.74148
ITA,Male,9.098265896,1574,Secondary,8,11,No,Non_national,286.53969
ITA,Male,10.98265896,1900,Secondary,8,32,Yes,National,219.5069
ITA,Female,9.083402147,1100,Secondary,13,2,No,National,212.75782
ITA,Female,5.4913294798,950,Secondary,11,5,No,National,205.22085
ITA,Female,11.303789338,2200,Upper_second,15,27,,National,281.16929
ITA,Female,5.2023121387,900,Secondary,13,10,Yes,National,233.27847
ITA,Female,13.87283237,1800,Tertiary,18,13,Yes,National,278.25406
ITA,Female,6.7437379576,700,Secondary,13,4,No,National,204.02143
ITA,Female,8.3493898523,1300,Tertiary,18,11,,National,316.9496
ITA,Male,6.3583815029,1100,Secondary,13,18,Yes,National,301.05358
ITA,Male,10.404624277,1800,Secondary,11,12,Yes,National,260.74445
ITA,Male,11.890999174,1800,Secondary,13,6,No,National,273.00652
ITA,Female,14.450867052,2500,Secondary,13,18,No,National,280.4705
ITA,Female,8.9768786127,1553,Secondary,9,15,,National,241.88488
ITA,Male,8.734746307,1700,Secondary,8,22,Yes,National,309.51979
ITA,Male,9.2485549133,1600,Secondary,8,20,No,Non_national,260.71629
ITA,Male,8.3493898523,1300,Secondary,11,24,No,National,192.77467
ITA,Female,15.055787068,2800,Secondary,13,10,,National,282.92289
ITA,Male,9.1410135771,1700,Secondary,13,20,,National,245.36793
ITA,Male,5.465055176,1300,Secondary,8,12,No,National,205.33964
ITA,Female,7.0648683365,1100,Secondary,13,30,No,National,239.45865
ITA,Male,14.129736673,2200,Secondary,13,34,Yes,National,283.0789
ITA,Male,7.5144508671,1300,Secondary,8,8,No,National,227.26934
ITA,Male,16.056518947,2500,Secondary,8,39,Yes,National,294.68539
ITA,Male,6.936416185,1200,Secondary,13,18,Yes,National,257.72114
ITA,Female,13.487475915,2100,Tertiary,18,1,Yes,National,268.84675
ITA,Female,7.5144508671,1300,Tertiary,18,5,,National,311.9826
ITA,Male,10.918432884,1700,Secondary,13,19,No,National,262.14984
ITA,Male,9.8265895954,1700,Secondary,13,18,Yes,National,265.48602
ITA,Male,8.6705202312,1500,Secondary,13,10,No,National,233.60634
ITA,Male,9.2485549133,1600,Primary,5,15,Yes,National,223.01795
ITA,Male,9.8265895954,1700,Secondary,8,30,Yes,National,181.01955
ITA,Male,8.6705202312,1500,Secondary,8,17,No,National,254.79727
ITA,Male,17.341040462,3000,Tertiary,18,18,Yes,National,280.52097
ITA,Female,5.7803468208,1000,Secondary,13,15,No,National,227.6522
ITA,Male,7.3937058446,1439,Secondary,8,3,No,National,304.49802
ITA,Female,7.5144508671,1300,Tertiary,18,10,Yes,National,313.45222
ITA,Female,7.8034682081,1350,Secondary,13,,No,National,251.51785
ITA,Male,7.7071290944,2000,Secondary,13,11,Yes,National,297.16073
ITA,Female,11.560693642,150,Secondary,8,14,Yes,National,205.28896
ITA,Female,10.019267823,1300,Secondary,13,31,No,National,225.55437
ITA,Male,8.6705202312,1500,Secondary,8,8,No,Non_national,112.33766
ITA,Female,10.404624277,1800,Secondary,8,37,,National,242.49878
ITA,Male,7.3988439306,800,Secondary,8,18,Yes,National,241.80967
ITA,Male,7.5144508671,1300,Secondary,13,11,,National,273.02902
ITA,Male,10.121387283,1751,Secondary,8,20,Yes,National,222.90981
ITA,Male,9.5375722543,1650,Secondary,11,16,,National,316.3314
ITA,Female,10.019267823,1300,Secondary,13,20,No,National,181.51118
ITA,Male,15.414258189,2400,Secondary,8,34,Yes,National,263.60349
ITA,Male,8.6705202312,1500,Primary,5,40,Yes,Non_national,240.26478
ITA,Male,33.397559409,2600,Tertiary,18,26,Yes,National,311.59682
ITA,Male,11.873144821,1900,Secondary,8,36,Yes,National,274.5374
ITA,Male,20.453534904,2300,Secondary,11,35,Yes,National,312.81912
ITA,Male,11.560693642,1800,Secondary,8,39,No,National,209.43624
ITA,Female,7.5144508671,1300,Secondary,13,3,,National,304.19655
ITA,Male,49.132947977,1700,Secondary,13,20,Yes,National,299.73852
ITA,Female,17.341040462,3000,Secondary,9,32,Yes,National,286.08006
ITA,Male,11.560693642,2000,Secondary,8,25,No,National,233.08129
ITA,Female,30.828516378,2400,Tertiary,18,18,Yes,National,324.11561
ITA,Male,7.5144508671,1300,Secondary,8,17,Yes,Non_national,225.66164
ITA,Male,6.3058328954,1500,Secondary,13,3,No,National,262.62472
ITA,Male,28.901734104,5000,Secondary,8,37,Yes,National,289.87018
ITA,Male,10.918432884,1700,Tertiary,18,11,Yes,National,284.75952
ITA,Male,9.2485549133,2000,Secondary,11,17,No,National,264.63308
ITA,Male,7.3988439306,1600,Secondary,8,11,Yes,National,222.08086
ITA,Male,7.5144508671,1300,Secondary,13,24,Yes,National,320.71161
ITA,Female,2.3763648041,370,Secondary,8,20,Yes,Non_national,246.40881
ITA,Male,16.184971098,2800,Secondary,8,28,Yes,National,267.44267
ITA,Female,17.497266052,2800,Tertiary,18,11,No,National,322.34652
ITA,Male,6.936416185,1200,Secondary,13,3,No,National,282.5346
ITA,Male,9.8265895954,1700,Tertiary,18,4,No,National,253.94745
ITA,Female,30.422878004,5000,Tertiary,18,24,Yes,National,281.70758
ITA,Male,14.602981442,2400,Tertiary,18,15,No,National,334.22204
ITA,Female,9.2485549133,1200,Secondary,8,1,No,National,182.48795
ITA,Female,5.7803468208,750,Secondary,11,28,No,National,255.41157
ITA,Male,14.602981442,1200,Secondary,11,3,Yes,Non_national,216.27012
ITA,Female,12.845215157,2000,Secondary,13,35,No,National,212.68147
ITA,Female,9.633911368,1000,Secondary,13,15,No,Non_national,187.03095
ITA,Female,7.5144508671,1300,Secondary,13,12,No,National,261.78527
ITA,Male,10.404624277,1800,Secondary,8,40,Yes,National,267.22804
ITA,Male,9.633911368,1000,Secondary,8,10,,Non_national,297.45129
ITA,Male,9.2485549133,2200,Secondary,13,17,Yes,Non_national,224.02997
ITA,Male,12.845215157,2000,Tertiary,18,37,Yes,National,226.61496
ITA,Male,6.6061106524,2000,Secondary,8,20,Yes,National,250.45925
ITA,Male,11.560693642,1800,Secondary,13,10,Yes,National,263.09618
ITA,Female,9.2485549133,1800,Secondary,13,18,,National,294.48614
ITA,Female,46.242774566,5000,Tertiary,19,2,Yes,National,260.69206
ITA,Male,8.1888246628,1700,Secondary,13,8,Yes,National,250.99379
ITA,Male,6.7672353024,1200,Primary,5,40,Yes,National,238.29992
ITA,Female,8.8947976879,1538.8,Secondary,13,14,Yes,National,275.61942
ITA,Male,10.115606936,2100,Secondary,13,12,Yes,National,310.07903
ITA,Male,9.8265895954,1700,Secondary,13,14,Yes,National,322.58423
ITA,Male,12.202954399,1900,Secondary,8,17,Yes,National,234.7559
ITA,Male,10.404624277,1800,Secondary,11,5,No,National,314.05918
ITA,Male,8.2576383154,1500,Secondary,13,10,Yes,National,169.24135
ITA,Male,16.184971098,3500,Secondary,13,34,Yes,National,302.48142
ITA,Male,7.3988439306,1600,Secondary,8,12,No,National,180.24733
ITA,Female,10.597302505,1650,Secondary,13,27,Yes,National,277.52706
ITA,Male,10.276172126,1600,Secondary,13,17,Yes,National,269.09089
ITA,Female,12.524084778,1300,Tertiary,18,14,No,National,305.09169
ITA,Male,10.078553431,1700,Secondary,13,17,Yes,National,312.16915
ITA,Male,6.6473988439,1150,Secondary,13,4,Yes,National,232.36367
ITA,Female,9.2485549133,1600,Secondary,13,1,No,National,254.4311
ITA,Female,12.845215157,2000,Tertiary,18,4,Yes,National,250.58512
ITA,Female,15.028901734,2600,Secondary,11,15,,National,259.72288
ITA,Male,8.3879254978,1306,Secondary,8,24,,National,283.38745
ITA,Male,7.7071290944,1200,Secondary,8,14,Yes,National,211.43393
ITA,Female,7.0751445087,1377,Secondary,13,16,Yes,Non_national,191.47953
ITA,Female,13.87283237,2400,Secondary,13,38,Yes,National,259.10744
ITA,Female,8.5879438481,2600,Secondary,13,12,Yes,National,279.97406
ITA,Male,7.2667217176,1100,Secondary,8,20,,Non_national,197.21254
ITA,Female,9.8265895954,1700,Secondary,13,4,No,National,309.9357
ITA,Female,11.560693642,1800,Secondary,13,26,Yes,National,311.55618
ITA,Female,7.9823837049,725,Secondary,8,3,No,National,261.49822
ITA,Female,17.341040462,3000,Secondary,13,17,Yes,National,305.53847
ITA,Female,6.4226075787,1000,Secondary,11,12,Yes,National,277.92185
ITA,Female,9.1268634013,1500,Tertiary,18,17,Yes,Non_national,310.98356
ITA,Female,12.331406551,2400,Secondary,11,6,,Non_national,285.62121
ITA,Male,13.487475915,2800,Tertiary,18,28,Yes,National,255.68515
ITA,Female,5.1380860629,1000,Tertiary,18,1,No,National,231.56442
ITA,Female,13.583815029,2115,Secondary,13,24,No,National,323.77776
ITA,Female,16.056518947,2500,Secondary,8,30,,National,238.8582
ITA,Female,11.560693642,2000,Secondary,13,17,Yes,National,209.16402
ITA,Female,8.6705202312,1500,Tertiary,18,6,,Non_national,262.04123
ITA,Male,23.746289642,3800,Tertiary,18,1,Yes,National,306.17103
ITA,Male,15.414258189,2400,Secondary,11,35,,National,238.11525
ITA,Male,7.225433526,1250,Secondary,13,8,Yes,National,208.09621
ITA,Male,15.414258189,3000,Tertiary,18,8,Yes,National,306.53352
ITA,Female,11.560693642,1400,Upper_second,16,25,Yes,National,279.35121
ITA,Female,46.242774566,800,Secondary,13,16,Yes,National,258.85806
ITA,Male,8.6705202312,1800,Secondary,13,16,No,National,266.71055
ITA,Male,6.936416185,600,Secondary,8,3,,National,262.91608
ITA,Female,7.1566198734,1300,Secondary,8,4,No,National,231.64128
ITA,Male,8.0924855491,1400,Secondary,13,13,,National,292.5036
ITA,Female,6.3583815029,1100,Secondary,8,5,Yes,National,126.43111
ITA,Male,5.2023121387,900,Secondary,8,1,No,National,262.44452
ITA,Female,12.202954399,1900,Secondary,11,24,Yes,National,273.90808
ITA,Female,18.253726803,3000,Tertiary,19,8,No,National,244.23257
ITA,Male,23.121387283,3000,Tertiary,18,34,No,National,215.71623
ITA,Male,17.98330122,2800,Secondary,13,23,Yes,National,227.65389
ITA,Male,9.9091659785,3000,Secondary,11,22,Yes,National,238.5825
ITA,Male,13.87283237,1500,Secondary,13,10,Yes,Non_national,267.19041
ITA,Male,9.8265895954,1700,Secondary,13,20,Yes,National,252.978
ITA,Male,10.276172126,1600,Tertiary,18,10,No,National,314.67364
ITA,Female,15.689512799,1900,Secondary,13,29,,National,333.76372
ITA,Female,12.845215157,2000,Secondary,13,24,Yes,National,320.80887
ITA,Male,10.98265896,1900,Secondary,13,20,Yes,National,308.38872
ITA,Male,6.936416185,1200,Secondary,8,15,Yes,National,304.40888
ITA,Female,8.6705202312,1500,Secondary,11,33,Yes,National,192.68895
ITA,Male,12.845215157,2500,Secondary,8,36,Yes,National,214.34552
ITA,Female,5.0867052023,1100,Secondary,11,9,Yes,Non_national,256.31318
ITA,Female,8.0924855491,700,Secondary,8,17,Yes,National,203.40942
ITA,Female,16.955684008,2200,Secondary,13,24,No,National,249.07307
ITA,Male,10.404624277,1800,Secondary,8,24,,National,303.01867
ITA,Female,11.323057161,1763,Secondary,13,33,No,National,307.37828
ITA,Male,7.0648683365,1100,Tertiary,18,28,,National,233.56802
ITA,Male,8.0422216637,1600,Secondary,8,16,Yes,Non_national,227.7607
ITA,Male,12.777608762,2100,Secondary,13,10,Yes,National,327.30931
ITA,Female,7.9099482811,1300,Secondary,13,10,No,National,258.1398
ITA,Female,5.7803468208,500,Secondary,13,8,Yes,National,260.04166
ITA,Male,13.294797688,2300,Secondary,8,25,Yes,National,202.54206
ITA,Female,10.838150289,1500,Tertiary,18,6,Yes,National,333.14985
ITA,Female,8.3493898523,1300,Secondary,11,38,No,National,192.91046
ITA,Male,5.4761180408,900,Secondary,13,5,Yes,National,212.71648
ITA,Male,7.0064809949,1000,Secondary,13,37,Yes,Non_national,325.53099
ITA,Female,7.3988439306,1600,Secondary,8,23,,National,234.69116
ITA,Male,8.1682080925,1413.1,Tertiary,18,12,Yes,Non_national,304.42202
ITA,Female,17.98330122,1400,Tertiary,18,22,Yes,National,222.47719
ITA,Female,5.7803468208,1200,Secondary,8,15,Yes,National,202.01151
ITA,Male,10.276172126,1600,Secondary,13,9,No,National,277.88226
ITA,Male,14.771997431,2300,Secondary,13,14,No,National,337.07498
ITA,Female,19.968470836,1900,Secondary,13,18,Yes,National,315.85183
ITA,Male,8.6062941554,1340,Secondary,8,37,Yes,National,278.9961
ITA,Female,6.1657032755,800,Primary,5,6,Yes,National,263.66373
ITA,Male,13.762730526,2500,Secondary,8,19,Yes,National,214.10064
ITA,Male,10.404624277,1800,Tertiary,18,7,No,National,323.89731
ITA,Female,7.0751445087,1224,Secondary,8,20,Yes,National,296.012
ITA,Female,9.2485549133,1200,Secondary,11,8,No,National,270.47147
ITA,Male,12.661712084,2300,Secondary,8,27,Yes,National,255.30982
ITA,Male,11.560693642,1000,Secondary,13,37,Yes,National,260.23251
ITA,Female,16.377649326,1700,Secondary,11,36,,National,266.42764
ITA,Male,25.433526012,2200,Tertiary,18,15,Yes,National,304.37116
ITA,Female,24.08477842,2500,Tertiary,18,35,Yes,National,284.60535
ITA,Female,16.698779705,2600,Secondary,13,22,No,National,247.57564
ITA,Male,5.5050922103,1000,Secondary,13,1,,National,235.75363
ITA,Female,28.259473346,2200,Tertiary,18,12,Yes,National,226.22795
ITA,Male,20.231213873,3500,Tertiary,18,25,,National,215.19051
ITA,Female,8.7486330261,1400,Secondary,11,20,Yes,National,339.46888
ITA,Male,11.560693642,2000,Secondary,8,20,Yes,National,208.82525
ITA,Female,6.936416185,1200,Primary,5,32,Yes,Non_national,247.45769
ITA,Male,9.3586567575,1700,Secondary,8,30,,National,232.60781
ITA,Male,11.560693642,1800,Secondary,13,8,No,National,321.07788
ITA,Male,9.2485549133,800,Secondary,13,10,No,National,288.19023
ITA,Male,10.918432884,1700,Secondary,13,28,Yes,National,288.91145
ITA,Male,11.560693642,1500,Tertiary,18,10,No,National,258.23498
ITA,Male,8.4778420039,1100,Secondary,13,4,,National,262.19531
ITA,Female,20.231213873,3500,Tertiary,21,20,,National,305.61489
ITA,Male,10.276172126,2000,Secondary,13,15,No,National,328.79482
ITA,Female,6.936416185,900,Secondary,13,3,No,National,200.4064
ITA,Female,11.890999174,1800,Secondary,13,25,Yes,National,252.26623
ITA,Female,5.367464905,1300,Secondary,11,23,No,Non_national,244.43251
ITA,Female,23.121387283,1800,Tertiary,19,9,,National,311.29827
ITA,Female,9.633911368,2000,Secondary,8,10,Yes,National,184.75031
ITA,Female,12.138728324,2100,Tertiary,18,15,Yes,National,326.91888
ITA,Female,11.560693642,2000,Secondary,13,5,,National,271.98217
ITA,Female,16.377649326,1700,Tertiary,18,4,No,National,239.74282
ITA,Female,24.338302403,2000,Upper_second,15,20,No,National,268.7501
ITA,Female,5.3949903661,700,Secondary,13,29,Yes,Non_national,283.52772
ITA,Female,9.2485549133,2000,Secondary,13,15,,National,248.60124
ITA,Female,21.19460501,2200,Tertiary,18,17,Yes,National,250.1713
ITA,Female,9.633911368,1500,Secondary,13,11,Yes,National,235.34286
ITA,Female,8.6705202312,1500,Secondary,13,6,No,National,344.58028
ITA,Female,5.7803468208,1000,Secondary,13,3,Yes,Non_national,295.51545
ITA,Female,9.633911368,1250,Secondary,8,37,Yes,National,205.64016
ITA,Female,10.276172126,1600,Secondary,11,34,,National,151.92283
ITA,Female,6.1657032755,800,Primary,5,25,No,National,229.85106
ITA,Female,13.747851898,2200,Tertiary,18,16,Yes,National,258.02268
ITA,Male,20.346820809,2200,Secondary,13,14,Yes,National,310.40007
ITA,Female,11.078998073,2300,Secondary,11,23,Yes,National,315.05985
ITA,Female,14.129736673,2200,Secondary,13,30,Yes,National,280.32875
ITA,Male,29.543994862,2300,Tertiary,21,18,,National,324.36553
ITA,Female,9.2485549133,1000,Secondary,8,28,No,National,259.43563
ITA,Male,11.303789338,2200,Secondary,13,27,Yes,National,290.82986
ITA,Female,6.3583815029,1100,Secondary,9,13,Yes,National,276.75876
ITA,Male,11.560693642,1800,Secondary,13,24,,National,251.19882
ITA,Male,9.2485549133,1800,Secondary,13,5,Yes,Non_national,234.05615
ITA,Female,10.019267823,1300,Tertiary,18,37,,Non_national,94.70979
ITA,Male,23.121387283,4000,Tertiary,18,15,No,National,250.06692
ITA,Female,10.98265896,950,Secondary,13,4,,National,250.58663
ITA,Female,12.716763006,2200,Secondary,13,38,No,National,300.45595
ITA,Male,8.6705202312,1500,Secondary,8,17,Yes,National,215.78154
ITA,Female,7.5144508671,1300,Secondary,13,20,No,Non_national,143.33563
ITA,Male,10.918432884,1700,Secondary,13,27,Yes,National,273.62985
ITA,Male,5.6518946692,1100,Secondary,11,6,No,National,249.62826
ITA,Male,8.6705202312,1500,Secondary,8,30,Yes,National,277.57933
ITA,Female,9.1522157996,950,Secondary,8,20,Yes,National,187.96282
ITA,Male,13.212221305,2000,Secondary,13,11,Yes,National,309.67576
ITA,Male,16.428354122,1350,Secondary,13,22,Yes,National,252.46197
ITA,Female,13.87283237,2400,Secondary,13,33,No,National,291.11451
ITA,Male,20.231213873,3500,Tertiary,18,8,Yes,National,241.59747
ITA,Female,13.87283237,3000,Tertiary,18,8,Yes,National,287.84637
ITA,Female,5.1380860629,400,Primary,5,6,Yes,National,203.07797
